name,total
"Sam Nitzsche Jr.Skiles",9
"Mrs. Raul SawaynHowe",6
"Opal RaynorLarson",4
"Dr. Ora KuhnGibson",7
"Tommy RunolfsdottirBartoletti",5
"Wm WillGislason",13
"Rosie HaagConnelly",8
"Steven Smith DVMErnser",7
"Lindsay MarquardtMcGlynn",11
"Tyler DanielMuller",6
"Cynthia WiegandMertz",5
"John KuhicWolf",6
"Jermaine AbernathyCorkery",6
"Paulette GradyFarrell",4
"Jodi RauKonopelski",6
"Mr. Erica EbertWiegand",9
"Velma RathBalistreri",9
"Mr. Alvin HomenickWalter",5
"Blanca EbertWelch",11
"Kristen DaughertyHuels",4
"Spencer BaileyHaag",9
"Brendan ShanahanMcCullough",8
"Virginia FeestWilkinson",7
"Russell BlickTorp",7
"Marian BaileyWehner",8
"Joe RobertsOkuneva",9
"Zachary WisozkReilly",5
"Virgil MurazikFeest",4
"Nick JohnstonLeffler",7
"Elbert WillmsConn",4
"Stephanie OrnSchimmel",7
"Justin NienowTreutel",5
"Charlene WillEmard",8
"Sheila KemmerLebsack",2
"Rosa KuphalBaumbach",6
"Paula BergeGaylord",6
"Ana WillmsGoodwin",6
"Guadalupe CummingsLarkin",11
"Bryant Leuschke VGusikowski",5
"Joanne HowellSporer",11
"Tamara TurnerMcKenzie",7
"Eddie D'AmoreRyan",2
"Preston HahnLind",7
"Yolanda SchinnerWalker",5
"Archie WhiteSchulist",9
"Candice SchaeferCruickshank",6
"Francis BergeFriesen",8
"Theodore NicolasRowe",7
"Miss Manuel KeeblerCrooks",4
"Sam BoyleHammes",3
"Melba Dach VFahey",7
"Mrs. Carolyn LeannonConroy",7
"Veronica OsinskiSchaden",7
"Dana SipesKoss",6
"Everett McLaughlinWill",9
"Michele LittelLemke",6
"Lewis SchinnerMohr",6
"Kent McKenzie PhDWiza",6
"Fred RyanLedner",6
"Josefina CorkeryGutkowski",5
"Toby MuellerHomenick",11
"Myron Sporer Jr.Weimann",3
"Frances FunkDicki",8
"Lola JacobsonHauck",7
"Brandy HellerHoppe",8
"Willie HickleStoltenberg",4
"Katie LuettgenMetz",4
"Rufus CorkeryGutmann",8
"Geraldine Bosco Jr.Hudson",5
"Irvin HomenickTremblay",9
"Micheal KleinKunde",7
"Eduardo SmithYost",6
"Corey FritschSchmidt",9
"Miss Sylvester ThompsonKutch",5
"Nelson GleichnerYost",9
"Devin Lang IIILynch",8
"Tasha MannCormier",3
"Dana KrisShields",7
"Jimmy OndrickaMcCullough",4
"Jesse DibbertGrimes",4
"Pamela WalkerGrant",7
"Pete BartellSchneider",10
"Hugo DooleyMcClure",7
"Richard AndersonFeil",8
"Santos McKenzie PhDDaniel",9
"Blanca Collier MDHeidenreich",6
"Salvador DoyleHodkiewicz",8
"Elena Romaguera VEffertz",9
"Antonio StrosinSchumm",6
"Freddie HackettSchimmel",9
"Dominick Lind Jr.Prosacco",7
"Melissa ShanahanUllrich",8
"Nina AltenwerthBerge",7
"Curtis HuelWilkinson",7
"Cheryl HerzogJohns",5
"Ms. Betty HuelsNienow",8
"Kristin Borer DDSStrosin",11
"Mrs. Mark BotsfordMacejkovic",6
"Wilma ErdmanHickle",4
"Guy Murazik MDBernier",4
"Mable CreminBreitenberg",5
"Betty GerholdJerde",4
"Dr. Sergio KuvalisRobel",8
"Cameron BoganMorar",6
"Woodrow CummingsKihn",7
"Carlos Larkin Sr.Frami",9
"Maryann HauckWeissnat",2
"Annette Bode IIHills",5
"Salvador ThielRoob",4
"Milton FadelHuels",5
"Shelia MayertMayert",6
"Bessie RunolfssonMarvin",9
"Wendy CassinSanford",6
"Winifred Kuhlman IVZieme",11
"Miss Cameron KertzmannO'Hara",6
"Mack PourosJast",9
"Michael ReynoldsStark",10
"Gwen BotsfordSchiller",9
"Lynda LubowitzBlock",9
"Duane ErdmanOndricka",9
"Ray JerdeLittle",6
"Mr. Jeffery DouglasPowlowski",9
"Trevor RatkeBins",5
"Shaun PurdySchneider",11
"Robin KlingJones",9
"Kay RempelKeeling",9
"Miguel JohnsonLedner",4
"Ms. Erik KihnHaag",13
"Greg HellerMcDermott",9
"Ian VeumWeimann",11
"Lorena BahringerTrantow",7
"Ted GibsonCruickshank",5
"Rosemarie LeuschkeWhite",4
"Mrs. Tami JerdeWeber",7
"Jamie SpinkaMorar",7
"Lamar BartonDickinson",5
"Tracey BraunThompson",8
"Silvia KihnRau",13
"Miss Luis KingHettinger",5
"Erick WaelchiOrn",9
"Beulah GoldnerProsacco",9
"Gladys BruenLeuschke",4
"Kenny MuellerKuhlman",5
"Cora WestBeahan",10
"Dr. Corey DickiWeimann",8
"Elisa MorarKlocko",4
"Dr. Joe HoppeCartwright",7
"Jill StehrSchumm",10
"Gary O'KonBergstrom",1
"Katrina MayerWelch",5
"Cristina ChristiansenLynch",4
"Melody HaagDickinson",6
"Jimmie HaleyKemmer",10
"Carla MullerGraham",5
"Dr. Amos RobelLangworth",5
"Sara RatkeCartwright",8
"Cassandra AltenwerthDavis",5
"Jackie CroninConnelly",6
"Casey BorerJast",8
"Carolyn SanfordSchaefer",8
"Clarence Erdman IKerluke",7
"Kelli JacobiJohnston",10
"Juan KossCormier",8
"Jessica FraneckiShields",10
"Eddie BoscoRohan",4
"Christie GutmannBoehm",5
"Daryl WatersSauer",5
"Abel HaneKemmer",8
"Valerie EbertTreutel",6
"Anthony SteuberBradtke",7
"Simon JacobsCollins",7
"Lula ZulaufSchoen",8
"Dustin Hettinger IVSchimmel",6
"Brent FlatleyRuecker",7
"Rosa RueckerPowlowski",6
"Alfonso BartellThompson",5
"Cesar HodkiewiczCorwin",5
"Cassandra BechtelarDavis",5
"Garrett HirtheSkiles",12
"Lewis McKenzieLabadie",7
"Hugh DareBrakus",4
"Bruce WolffWisoky",4
"Robyn ParkerMayert",7
"Antonia WillConroy",7
"Timmy ReingerBogisich",14
"Cassandra MillsMiller",4
"Tracy VeumRolfson",2
"Willie SimonisKoelpin",9
"Mrs. Franklin HuelsSchimmel",6
"Nicholas Gutmann VRussel",13
"Hope SchultzFranecki",5
"Sabrina KohlerBergnaum",5
"Daryl MorissetteBarton",7
"Olive CummingsMueller",8
"Mattie CristGreenholt",11
"Bertha GrimesCormier",6
"Blanca ZemlakRohan",6
"Garry TerryDonnelly",2
"Dr. Ethel WolffBeier",5
"Sean TowneBatz",3
"Joshua WildermanHoeger",7
"Virginia GibsonCollins",6
"Trevor KossRoob",5
"Ricardo WittingWisoky",4
"Nelson WymanMitchell",8
"Dr. Pat PriceO'Connell",4
"Marlene SchinnerChamplin",5
"Melanie NicolasBosco",6
"Fannie LoweLebsack",5
"Jonathon HintzStroman",6
"Keith GaylordZemlak",4
"Carla Gusikowski PhDCremin",9
"Andrea ProhaskaWyman",7
"Lorena NicolasBeahan",10
"Clayton OrnMayer",10
"Lisa MosciskiBrakus",9
"Jeff LednerHerzog",9
"Derrick BergstromJones",8
"Mr. Marcia KingLakin",7
"Jodi CollierConsidine",7
"Miguel DickiWaters",7
"Lamar VonJacobi",5
"Inez HarveyBeahan",6
"Brandy Schroeder IVStark",3
"Kenny SchroederMcDermott",8
"Horace HaagCruickshank",6
"Fred Schuppe DDSO'Keefe",7
"Monique JacobsAbshire",11
"David KerlukeRolfson",3
"Shelly Boyer Jr.Walker",13
"Nettie SchroederBraun",8
"Helen BotsfordConsidine",7
"Lynn BlandaFranecki",5
"Mrs. Craig SteuberWehner",10
"Dr. Angela RohanFisher",6
"Natasha KemmerSteuber",7
"Mack WolfDicki",12
"Angel HansenMcGlynn",6
"Kristy MurrayKassulke",8
"Javier Beahan IIIDooley",5
"Katie Kunze IVHowe",11
"Mr. Adam KlingRempel",10
"Glenn BreitenbergWilkinson",8
"Barbara BogisichConn",14
"Hugh Nikolaus IVKozey",12
"Jeffery PowlowskiReichel",3
"Howard BayerJohns",9
"Ms. Brian BalistreriAdams",6
"Vicky BechtelarPrice",4
"Rita AbernathyKovacek",5
"Miguel O'ConnellHackett",6
"Tara LabadieLakin",4
"Kayla AndersonLuettgen",6
"Cristina AndersonHarris",4
"Wilson JastDare",8
"Jordan StiedemannGoyette",9
"Marvin KeeblerJohnston",4
"Eddie Ritchie DDSFadel",3
"Joanna HeathcoteDickens",6
"Tami FriesenWitting",6
"Travis ThielReichel",10
"Enrique Rath MDPagac",9
"Shawn CristYundt",7
"Erin WalkerWitting",3
"Micheal Hettinger Sr.Lemke",6
"Leland AndersonStoltenberg",4
"Charlie MetzSporer",7
"Homer Oberbrunner IBruen",10
"Wendell JerdeLeffler",2
"Raquel HerzogOkuneva",6
"Lorenzo RunolfssonBlock",8
"Gwen HartmannSchmidt",6
"Jerald WymanWilderman",5
"Sonya RobertsHeller",3
"Vivian RueckerMurphy",7
"Miriam RutherfordSanford",8
"Alyssa Graham MDLindgren",7
"Josh PagacBaumbach",4
"Miranda Waelchi IVUllrich",11
"Eunice Homenick VHomenick",11
"Rodney BoyleMcClure",10
"Shelly LehnerMertz",4
"Guadalupe HahnQuitzon",6
"Eileen LubowitzHarris",8
"Victoria ShanahanDach",7
"Leonard LeannonYost",5
"Emanuel MohrMraz",15
"Mary Sanford Sr.Hickle",2
"Ashley ErdmanKshlerin",9
"Delores StokesBerge",7
"Lee MacejkovicLeuschke",7
"Mamie RomagueraGulgowski",9
"Kristi Mayert Jr.Reichert",2
"Alberto GreenholtLynch",6
"Guadalupe BlandaHansen",10
"Lucy BoyerHerman",5
"Damon KundeLangosh",6
"Irvin GrimesLowe",6
"Jo JerdeBaumbach",7
"Johnny GottliebMarvin",9
"Belinda FisherMayert",10
"Wesley HermistonMarks",8
"Molly BartonRenner",7
"Hazel BradtkeOkuneva",6
"Allen SchillerSanford",9
"Byron FeilCorkery",8
"Carroll NolanRyan",5
"Marion PacochaBatz",7
"Ana KulasHalvorson",8
"Rosa SteuberStark",8
"Glen UllrichWeimann",10
"Maureen KertzmannPouros",8
"Lindsay SchoenHilpert",8
"Jeffrey AdamsBartell",7
"Patti RathKlein",6
"Miss Eula SchaeferKunze",8
"Brett WaelchiSimonis",6
"Ms. Ruth HarberSwift",10
"Cassandra CroninStoltenberg",7
"Irma RogahnWolff",3
"Blanca LebsackWeber",3
"Wilbur Herzog IIISchmitt",7
"Traci DaughertyGreenfelder",5
"Ralph PacochaGrant",6
"Adrienne VeumHoppe",6
"Shelly LarsonWill",7
"Yvette BergstromSpencer",6
"Marion Wilkinson IIIEmmerich",9
"Nicole CorkeryFay",5
"Hubert SchillerRempel",9
"Seth FeeneyAbbott",11
"Mrs. Janice MannCruickshank",11
"Mr. Fredrick StrosinDavis",7
"Joey KerlukeO'Connell",8
"Mr. Brian AbshireRunte",5
"Carolyn HoweSmith",6
"Blanche CreminBoehm",4
"Casey SchulistFisher",5
"Cesar ReynoldsHermiston",5
"Belinda HilllRoberts",9
"Marco CrooksRuecker",7
"Louise EbertBrown",8
"Tonya WestWindler",6
"Marcus SteuberBaumbach",8
"Anne WeberSchuppe",11
"Felicia TrantowBoyle",7
"Lynne StokesHowe",10
"Vicki Kuhic IRempel",9
"Jonathon MosciskiKrajcik",4
"Mrs. Kelley SchaeferMohr",4
"Natasha FlatleyShields",12
"Kathleen KshlerinMedhurst",5
"Vivian JenkinsPrice",14
"Mack BaileyHoeger",14
"Ralph JacobiHickle",8
"Luke GulgowskiGutmann",7
"Alvin Larkin PhDWilderman",8
"Adrienne WizaMcKenzie",8
"Mrs. Emmett EffertzJakubowski",7
"Russell KoeppJenkins",6
"Candice PagacMorar",7
"Ruben BoyleRutherford",5
"Samuel RoweOberbrunner",7
"Kristie D'AmoreWard",5
"Wallace HirtheKuhic",10
"Claire Glover IIHegmann",9
"Kim ChamplinReilly",11
"Keith Wilkinson Sr.Graham",8
"Gerald KossHaag",4
"Jacqueline Graham PhDJerde",9
"Michael AbbottConsidine",7
"Clay RyanErdman",6
"Guillermo RiceJohnston",5
"Jimmie BoganMorissette",11
"Joe GrantSimonis",9
"Oliver Purdy MDMorissette",7
"Gabriel KochWilkinson",4
"Julia RunolfsdottirDare",2
"Mary BayerSchaden",6
"Julius HudsonHansen",18
"Kristina Lueilwitz IOlson",10
"Arthur WeberBogan",5
"Diane WildermanKoepp",5
"Ervin WymanMacejkovic",9
"Patty BoehmVandervort",8
"Julie HackettCarroll",5
"Ms. Don LueilwitzTorp",10
"Ivan LynchChristiansen",10
"Nathaniel MarquardtD'Amore",15
"Becky ReingerAuer",4
"Albert WillmsTillman",6
"Elmer MitchellConroy",5
"Julio KovacekLarkin",5
"Mrs. Jean GutkowskiWunsch",6
"Alison ChamplinHilll",11
"Sherry TorpCrist",4
"Gilberto Ward IVSchuppe",4
"Amy MertzDooley",2
"Rufus WizaBogan",8
"Mr. Faye BalistreriTurcotte",11
"Herman MurphyCummerata",7
"Jay KeeblerRenner",9
"Mrs. Darrell MayertKuhn",9
"Carolyn HarberHarris",9
"Larry SwaniawskiNicolas",10
"Glen HahnHalvorson",8
"Dwayne FerryKulas",10
"Norma MaggioKoss",7
"Darrell Buckridge IIChristiansen",7
"Mrs. Jodi MillsSawayn",8
"Levi RoobBauch",6
"Robin Rodriguez PhDTromp",6
"Blake ConnBraun",3
"Kelly Romaguera IVChamplin",5
"Angelica ToyGerlach",7
"Alfonso CrooksWaelchi",10
"Mr. Gary HansenMoen",8
"Nathaniel ParkerMetz",8
"Ed FraneckiPfeffer",10
"Susan CormierKshlerin",6
"Grant GorczanyO'Reilly",7
"Grant GradySchroeder",6
"Perry HyattProsacco",10
"Marlon WillQuigley",6
"Tommie CarterSchmeler",10
"Shannon DareCorkery",8
"Maryann AdamsFahey",5
"Erika SchulistMcDermott",3
"Eddie KingTorp",10
"Hugo KlockoCrist",4
"Mrs. Julia OlsonLarkin",7
"Verna HeathcoteJacobi",8
"Myron GoyetteWilliamson",5
"Teri WaelchiStehr",2
"Mae GottliebRogahn",8
"Shelia ParisianMorar",7
"Greg WindlerHeathcote",9
"Grant CroninWalsh",6
"Dwayne HodkiewiczHamill",7
"Kay CasperPrice",6
"Beatrice KuhicDaugherty",6
"Roderick RippinMcKenzie",4
"Earnest MannBergstrom",8
"Samuel HeaneyBergstrom",11
"Cheryl Weissnat IIMann",4
"Phil Dare MDGrimes",6
"Andre HegmannSchaefer",5
"Bertha KemmerProhaska",8
"Francisco Schmitt PhDAdams",10
"Theodore ParkerLindgren",5
"Dr. Regina GerlachParker",8
"Lena BayerTerry",4
"Rachel Streich Jr.Romaguera",5
"Nelson WehnerO'Kon",5
"Jacquelyn StokesMoen",10
"Dana Barrows IIRitchie",4
"Connie HaleyWiza",2
"Mable HeathcoteThiel",7
"Marcos WilliamsonHackett",7
"Mandy KassulkePagac",6
"Viola WildermanBoyle",5
"Margarita ZiemannJakubowski",7
"Rita McCullough DVMSwaniawski",9
"Derrick BrakusFriesen",9
"Nelson HudsonHansen",5
"Walter Lebsack VKoss",8
"Florence HellerSwaniawski",2
"Rolando SchuppeHoppe",7
"Jonathon RolfsonAltenwerth",6
"Edwin Doyle IHalvorson",6
"Dominic GreenBlanda",5
"Kara Tillman IRodriguez",6
"Mae MarquardtHartmann",9
"Steven PriceGaylord",5
"Loren JastHackett",8
"Clay KozeyWaters",8
"Elmer Kautzer IVNicolas",6
"Dean JastWhite",6
"Miss Danielle BechtelarKemmer",6
"Alfredo WildermanDietrich",3
"Dr. Erma FriesenO'Kon",5
"Janie GleasonWalter",11
"Maxine RiceNikolaus",8
"Jessica ZemlakMueller",7
"Nathan HesselRogahn",5
"Miss Erica BechtelarCummings",7
"Mr. Amelia KiehnKshlerin",6
"Carolyn StammO'Conner",8
"Dominick HowellBarrows",8
"Allison HarveyFahey",7
"Rachel SatterfieldFarrell",4
"Adrienne MurazikCrooks",2
"Irving DickinsonJones",8
"Vincent PriceLarson",8
"Marlon LindMonahan",5
"Cynthia CorkeryWalker",5
"Whitney Renner PhDFeil",7
"Ana HudsonCorkery",5
"Emmett ShanahanMills",7
"Lee Roob IISchoen",3
"Tanya CronaBradtke",8
"Neal HayesBeatty",7
"Mrs. Antoinette WaelchiSauer",4
"Horace DenesikProsacco",7
"Miss Lester BuckridgeHartmann",9
"Conrad HartmannRath",14
"Carroll AdamsVeum",6
"Gustavo KunzeAbshire",9
"Jaime KuhicPollich",5
"Ashley MarksMcKenzie",6
"Kristi NikolausReichel",12
"Jake SchillerHomenick",11
"Vanessa Kessler IVMurphy",3
"Joe MuellerWiegand",18
"Bert HoppeStamm",6
"Marcia GoyetteSchuster",8
"Francis BalistreriBarrows",9
"Kelvin HellerConnelly",6
"Jake CarterHuel",5
"Krista RauKuhn",7
"Ernesto KesslerRunolfsson",4
"Miss Blanca BodeGreenfelder",12
"Lynn HarberPfannerstill",9
"Dallas GoodwinShanahan",8
"Kellie OsinskiOrtiz",11
"Heather MayerJacobi",6
"Alex Barton IYundt",6
"Aaron AltenwerthLynch",9
"Dana RaynorRosenbaum",6
"Dustin DareFeil",8
"Reginald LindLemke",5
"Pete DooleyKuhic",3
"Tony Littel IVRunolfsson",13
"Joyce RunteWehner",4
"Mrs. Caleb BartellFeil",5
"Mr. Bernadette McCulloughLemke",7
"Myrtle RogahnGoodwin",7
"Charles MayertMcDermott",6
"Amber TowneDonnelly",6
"Kelley BartonMertz",8
"Cynthia LarkinBarrows",7
"Claire RiceLemke",7
"Mrs. Katrina HesselKemmer",7
"Jessie PaucekBlanda",1
"Teresa HaagStark",7
"Jaime HuelsFerry",6
"Arnold TurcotteTorp",8
"Johnnie HaleyFriesen",9
"Ms. Mamie O'KonTillman",10
"Terence MurphyConnelly",8
"Donnie BruenMosciski",12
"Sadie ColeGreenfelder",12
"Pearl McClure VLowe",2
"Stacey LittelHoppe",7
"Sylvester WuckertSmitham",2
"Ada ZiemannLittel",6
"Matthew LittelLehner",10
"Hugh QuitzonFarrell",7
"Mercedes McCulloughHeathcote",2
"Larry SchaeferMuller",5
"Mr. Victoria BechtelarDooley",5
"Miss Earnest SengerMraz",8
"Jan PagacWilderman",8
"Jeffery NikolausTillman",2
"Tom RogahnKilback",11
"Marcia BogisichStamm",8
"Gilbert KleinLynch",6
"Tabitha MitchellSimonis",3
"Clay HilllKuvalis",9
"Wilbur Heaney PhDFeeney",9
"Dr. Simon DachRatke",7
"Charlie JohnstonBraun",6
"Amanda LittelSchroeder",8
"Matt ChristiansenMohr",4
"Cheryl HomenickHowe",7
"Rose Bradtke IKovacek",6
"Winifred Wintheiser IIILubowitz",4
"Casey Schmidt IIIWiegand",6
"Josefina RoweCrist",8
"Anna TowneRaynor",8
"Jasmine FriesenSanford",3
"Barry KassulkeNikolaus",8
"Otis McClureStamm",7
"Frank ReingerStark",7
"Dr. Spencer HintzGislason",5
"Diana Reilly IIIMoen",6
"Dwayne Spinka IJaskolski",6
"Dale Schuster IVBotsford",12
"Orlando O'HaraGreenholt",5
"Marion DenesikWolf",6
"Sidney DietrichZulauf",10
"Horace BrekkeKeebler",7
"Miss Wilfred ShieldsPagac",7
"Tabitha Schmidt DVMCrist",9
"Marion SengerO'Kon",6
"Miss Darrell SanfordTreutel",3
"Ernest O'ConnellHarvey",5
"Evelyn KutchPfeffer",8
"Mable MohrWest",6
"Beverly Schulist Jr.Schoen",8
"April BoganTurner",8
"Mercedes BeierBernier",5
"Gladys WestBeer",9
"Roberta Torphy IVErnser",15
"Sue GreenfelderSchamberger",12
"Myron D'AmoreLowe",5
"Miss Craig WelchHickle",11
"Earl StrosinHeaney",9
"Darrell RoobLittle",7
"Zachary VonRuedenBailey",6
"Jean BeierOndricka",7
"Stuart Rath IVRutherford",5
"Dorothy GorczanyO'Connell",5
"Johnny HilpertSauer",6
"Louise RyanGrimes",4
"Dominick Bergstrom IIIStokes",8
"Timothy MurrayHartmann",8
"Dexter MarvinFeest",8
"Glenn ZiemannHoppe",3
"Diana FerryLueilwitz",9
"Rebecca Haag IVO'Conner",9
"Elvira KozeyHomenick",7
"Charlene HermistonO'Conner",5
"Mack MacGyverWaters",6
"Willie GreenTorp",8
"Charlene BuckridgeWitting",8
"Maxine KunzeKrajcik",9
"Lonnie ConnellyLemke",5
"Leon HettingerKiehn",11
"Miss Arturo RempelJohnston",7
"Josefina Glover DVMDaniel",6
"Mrs. Lonnie DeckowLeuschke",6
"Nancy HauckRussel",5
"Wendy Frami DVMHayes",8
"Georgia BruenDaugherty",10
"Miss Rochelle SmithHalvorson",3
"Mack BoehmNicolas",9
"Florence Weber IIGrant",4
"Merle CassinRunolfsdottir",6
"Irene WunschBotsford",7
"Pat BashirianWard",8
"Marcella WilliamsonBrekke",6
"Roman Dooley DVMJerde",10
"Mrs. Eunice ChristiansenBeahan",10
"Annie LockmanHaley",9
"Rufus ThielMills",4
"Ruben WatsicaHerzog",5
"Whitney BahringerSchaefer",6
"Cecil BlandaBoyer",5
"Wanda SimonisConroy",4
"Pauline MertzSteuber",11
"Chris OrtizLebsack",5
"Alejandro GutkowskiWuckert",11
"Wayne StiedemannShanahan",7
"Herman KunzeQuigley",8
"Ruth BartellStokes",3
"Ross WhiteAbbott",8
"Curtis Cruickshank DDSRosenbaum",9
"Gina GislasonPfeffer",2
"Clyde LarsonStehr",8
"Kate ChamplinMertz",11
"Wilson Rempel IICarter",8
"Lynette BeckerStoltenberg",5
"Mark Kub VShields",8
"Melanie WillHaag",12
"Rita PaucekBlick",5
"Alfredo RatkeFrami",6
"Miss Joyce GrantCremin",5
"Lola DuBuqueSchamberger",6
"Phillip SpinkaHaley",5
"Rosie PourosFeil",5
"Camille LangoshToy",6
"Kayla Rosenbaum MDGerlach",5
"Gregory CristMoen",5
"Glenda HarberOrn",6
"Luther Halvorson MDAnkunding",5
"Sergio RatkeFeeney",5
"Nadine BergstromSwift",6
"Diane WelchKirlin",3
"Jeremy JacobsonMcClure",9
"Moses PurdyGutkowski",8
"Ethel BrownKoepp",10
"Clint ShieldsBatz",8
"Shannon TerryJohnston",8
"Jeanne Jacobs DVMRoob",6
"Melba JacobsWhite",5
"Ms. Carroll DonnellyConroy",7
"Gilbert CasperCrist",6
"Clarence DenesikO'Reilly",9
"Dr. Celia BalistreriGleichner",6
"Evelyn LemkeTurcotte",7
"Leigh KochRitchie",6
"Gwendolyn Zulauf Jr.Hahn",3
"Caroline MayerBarton",8
"Raquel OlsonHahn",9
"Mrs. Randal SmithDooley",8
"Della Hayes MDShanahan",8
"Bertha ProhaskaBruen",7
"Timothy BaileyBruen",5
"Cheryl VeumKuhic",5
"Elsa RobelSwaniawski",11
"Eduardo BrownAltenwerth",9
"Hugh AndersonWatsica",6
"Doreen CorwinMcClure",3
"Wallace Prohaska Sr.Veum",6
"Annette ChristiansenKuvalis",6
"Rochelle SteuberTurcotte",8
"Alexis BodeKuhic",9
"Ms. Clifton LednerFeeney",8
"Adrienne PurdyWeissnat",4
"Leona FarrellMann",10
"Lynn Jacobi Jr.Denesik",6
"Jasmine Strosin IIIKunde",4
"Joseph Beier DDSBlick",9
"Linda CarterHayes",6
"Blake MarksFisher",6
"Dr. Cody BradtkeKling",7
"Monique Stiedemann IIISawayn",9
"Ben MannBoyle",6
"Antonia Windler VWisozk",6
"Nettie HeathcoteCorkery",8
"Cindy HellerGoodwin",3
"Dr. Victoria BatzMurazik",4
"Malcolm BoyleTerry",11
"Alison ProsaccoSchamberger",3
"Clifford HoegerGusikowski",5
"Bessie KiehnReichert",7
"Jonathan GleichnerPacocha",10
"Tony Gaylord IGrimes",3
"Elaine Hegmann IIStark",10
"Ted WehnerSimonis",9
"Miss Dewey PfefferBogisich",4
"Sue PacochaRitchie",8
"Travis ToyRolfson",12
"Mildred LindChamplin",9
"Dr. Guadalupe NaderArmstrong",6
"Hattie WeimannMosciski",5
"Dr. Kathy RusselBreitenberg",4
"Kendra RosenbaumRowe",9
"Bradley CreminBergstrom",5
"Jerry BotsfordMoore",9
"Johnnie FraneckiKris",5
"Ernesto HermanGrady",1
"Melvin HeaneyMcCullough",8
"Jeffery LednerKemmer",7
"May GaylordMacGyver",5
"Mrs. Jim GulgowskiAbshire",9
"Timmy FramiCrist",11
"Lola DietrichBeatty",5
"Dustin KlockoRunte",7
"Amanda McDermottBailey",8
"Ana OberbrunnerBruen",9
"Lillie McClureFeil",8
"Juana SchowalterRomaguera",4
"Winston PowlowskiLabadie",5
"Dave GleichnerBeier",5
"Miss Jorge RobelSchaefer",3
"Hilda RutherfordBergnaum",10
"Jenny AdamsMurazik",11
"Kristina ParisianBatz",8
"Mike RobelGrant",6
"Terrell BrakusGerlach",7
"Cesar SchuppeReichert",5
"Myra CassinRaynor",8
"Jan SwiftKessler",5
"Javier LindgrenKuhn",9
"Alexandra MuellerBoehm",5
"Shawna SchulistMetz",9
"Misty MertzTremblay",8
"Colleen QuitzonTurcotte",7
"Christy TurnerHeaney",6
"Sara O'KeefeFarrell",5
"Jaime FarrellO'Kon",9
"Lisa Maggio DDSBarton",6
"Mrs. Elaine BartellRoob",6
"Beverly FarrellRodriguez",9
"Natalie Schumm IIDaugherty",6
"Mr. Lisa VonBode",9
"Lillie MillsSchumm",6
"Essie KlockoMacGyver",8
"Colin LabadieDoyle",6
"Mr. Betty KilbackGibson",2
"Margie NicolasFadel",3
"Tracy JacobsRohan",13
"Derrick UptonBlick",4
"Bobbie BashirianTurner",5
"Georgia KeeblerYundt",10
"Bert SawaynTerry",6
"Rosie HarberSanford",11
"Amanda D'AmoreBeatty",4
"Mr. Johnnie SwiftBechtelar",7
"Ken SpinkaHeathcote",5
"Lana KulasAbernathy",5
"Megan FayKreiger",5
"Kelli SteuberKovacek",7
"Estelle FeilSmitham",14
"Owen Hamill IIIVon",6
"Ashley Walsh IIIShanahan",6
"Dominic HaneStiedemann",9
"Amy O'KonArmstrong",7
"Ms. Terrell GutkowskiBarton",5
"Lorena CummerataWintheiser",4
"Joy SengerKirlin",6
"Lynn CrooksTorphy",9
"Duane TreutelMurazik",4
"Ms. Cristina SmithamDach",3
"Mr. Aaron BalistreriYost",8
"Raquel TillmanMcClure",8
"Todd ZemlakLangworth",7
"Hattie SchroederNienow",6
"Gretchen LebsackLabadie",6
"Charlie Quitzon IIIGaylord",6
"Abel RennerBayer",6
"Van McCulloughBernier",11
"Edmund FriesenHeaney",12
"Shelly HarrisStreich",6
"Rogelio AdamsReynolds",5
"Sonja O'KeefeReichert",12
"Rosa KochBrekke",9
"Loretta ParkerUpton",4
"Derrick ColeSwaniawski",5
"Bob DietrichJohnson",5
"Ana KuhlmanMcGlynn",7
"Tonya LangoshRau",10
"Loren Schmeler IHills",6
"Florence HoweZulauf",7
"Al HalvorsonBeier",9
"Edward JaskolskiPacocha",8
"Della GreenfelderKuphal",6
"Mrs. Caleb ArmstrongHayes",3
"Denise BoganWeimann",6
"Colin RippinRatke",11
"Gilbert CormierO'Keefe",3
"Rose AbbottBahringer",6
"Nichole UllrichMurazik",6
"Joann KrisBechtelar",6
"Nichole LoweDooley",4
"Lillian CarrollBailey",4
"Adam MertzSchowalter",6
"Celia FayTrantow",6
"Shaun ConroyRobel",9
"Antonia Klocko VWisoky",12
"Mary McLaughlinJohnson",6
"Kyle PfannerstillProhaska",5
"Velma Steuber VGreenholt",9
"Kristi BashirianFisher",6
"Mrs. Dewey BergnaumVolkman",7
"Velma MarksTillman",10
"Victor CormierConn",9
"Raul LefflerO'Keefe",9
"Ramona AndersonCollins",4
"Kristin SchulistHahn",9
"Willie GottliebSpencer",8
"Lamar KuhicKuhic",8
"Leland McLaughlinMurazik",12
"John Effertz VWalker",8
"Woodrow CartwrightEmard",9
"Marilyn ZiemeBrown",6
"Dwight BahringerMorar",2
"Kristin PollichLubowitz",6
"Ms. Annette GreenfelderFisher",6
"Flora WuckertMetz",10
"Manuel StrackeSanford",8
"Rick MitchellBahringer",5
"Angelica Kuphal IGrady",5
"Dwayne RolfsonWillms",8
"Ramona JacobsonOkuneva",6
